participant_id,sex,age,height_in,survey_weight
135131,female,71,61.2,25130.5
135132,female,36,60.8,27148.757
135134,female,66,58.8,38428.477
135137,male,32,71.3,96560.646
135140,male,27,72.5,56057.517
135141,female,49,66.6,63781.316
135142,female,76,58.1,16317.177
135143,female,67,66.4,36035.964
135144,male,66,64.3,30593.506
135146,female,35,65.7,19439.324
135147,female,63,64.7,17329.866
135148,male,49,68.3,48746.067
135149,male,38,66.5,56318.64
135150,female,31,61.6,19492.071
135152,male,21,68.3,45329.094
135153,female,53,67.7,21989.09
135155,male,61,65.7,19969.453
135157,male,72,67.8,11960.43
135158,male,68,70.2,9160.896
135159,male,63,70.9,36730.525
135170,male,25,74.1,23469.672
135172,male,62,75.5,13439.921
135173,male,58,172.7,13492.063
135174,female,36,66.9,19965.897
135176,female,34,65.1,20562.91
135177,male,39,68.5,67397.409
135181,female,69,59.6,50760.688
135183,female,68,60.4,47803.766
135184,female,72,62.4,12508.761
135185,male,30,69.6,38461.166
135187,female,37,63.5,25889.942
135188,male,77,65.7,16078.668
135189,female,67,60.4,21597.781
135191,male,49,73.3,35654.056
135192,male,52,68.2,46779.964
135194,female,28,65.6,37260.813
135195,male,57,62.9,34242.016
135196,male,25,73.7,114476.627
135197,female,75,60.7,37999.883
135198,male,80,69.4,23754.63
135199,female,59,62.0,75291.206
135200,male,62,70.7,17084.757
135201,male,40,69.2,61865.035
135203,female,48,65.5,18385.765
135204,male,60,69.3,11639.329
135207,male,42,74.5,30563.953
135210,female,44,66.7,42069.388
135213,male,67,65.2,28752.637
135216,female,47,63.0,26664.198
135217,male,49,66.2,28042.9
135219,female,49,63.2,15630.82
135220,male,66,67.6,13050.294
135222,male,25,67.8,72656.819
135223,female,58,67.7,34615.266
135227,female,79,59.6,26006.479
135232,male,53,66.8,69925.498
135236,female,57,66.4,17528.272
135238,female,55,61.1,34125.912
135239,male,54,63.7,14219.15
135241,female,51,64.8,17337.055
135243,female,64,65.7,24665.941
135244,male,21,67.8,38813.566
135245,male,34,63.5,19786.604
135246,male,41,70.7,15481.814
135248,female,45,63.0,25925.12
135250,female,60,62.5,49793.619
135251,male,53,69.5,50415.779
135255,male,61,69.0,22115.85
135260,male,62,69.6,20270.482
135262,male,34,66.7,16788.66
135265,female,29,65.5,72682.267
135266,male,68,68.7,38869.272
135270,female,34,67.8,15980.7
135275,male,40,67.8,66912.397
135281,male,51,69.6,22160.949
135284,female,67,60.8,27875.712
135285,male,62,72.5,30729.68
135287,female,53,65.2,91521.454
135288,female,64,62.8,11329.343
135291,female,80,65.2,34756.565
135292,female,52,64.1,31708.737
135293,male,73,63.1,22638.972
135295,female,48,61.5,83533.344
135298,female,70,62.0,19863.804
135299,male,80,70.4,24761.1
135300,female,74,65.2,34702.532
135301,female,33,64.4,85533.449
135302,female,63,63.1,16104.216
135305,female,38,60.2,21168.217
135306,male,53,71.2,84514.414
135308,female,47,64.3,37385.227
135310,female,35,57.0,90912.695
135312,female,72,62.9,36942.952
135314,female,62,63.1,26427.505
135316,female,33,65.8,60635.532
135317,male,48,67.2,71897.518
135318,female,28,64.2,38866.099
135321,male,59,65.4,16043.331
135324,male,52,69.7,98768.63
135325,male,49,68.2,97841.001
135329,male,53,65.9,20412.418
135330,female,51,64.4,16941.403
135332,male,31,71.2,41236.354
135336,male,34,72.2,67061.806
135339,female,59,63.3,45310.442
135343,female,78,63.0,25726.413
135344,female,43,68.8,27766.934
135347,male,61,71.1,55989.346
135348,male,63,67.9,42356.336
135350,male,78,66.9,18681.716
135351,male,80,69.1,20705.649
135353,female,61,63.1,18632.054
135356,female,40,59.3,127632.612
135357,female,73,60.7,27787.192
135358,female,66,64.6,21161.134
135364,male,72,67.8,12992.424
135366,male,77,65.4,14101.668
135369,male,22,69.3,17966.654
135372,female,65,64.3,42481.951
135375,female,38,67.1,26911.851
135376,male,29,65.7,35101.02
135377,male,73,69.3,16476.227
135381,male,23,74.0,30208.469
135382,female,44,59.5,20147.919
135384,female,60,63.5,22853.522
135385,male,56,75.0,17931.056
135388,female,29,63.3,61980.572
135389,female,27,60.4,50155.648
135390,male,66,68.7,21614.974
135391,male,65,69.6,15396.904
135392,female,31,67.6,70222.899
135395,male,42,71.3,56452.328
135396,male,65,70.4,33257.934
135397,female,46,62.6,58730.017
135399,female,80,65.4,48618.137
135401,male,39,65.3,26090.277
135404,female,56,64.6,71432.7
135405,female,50,61.1,50285.208
135406,male,38,66.9,52520.225
135407,female,60,64.3,17861.501
135409,male,33,67.7,20762.408
135411,female,80,54.8,11614.812
135414,male,29,65.4,43573.728
135416,female,50,64.1,52769.775
135419,male,25,75.4,34998.929
135422,male,26,65.9,53835.475
135423,female,33,153.8,40891.931
135425,male,44,65.7,39336.615
135427,female,39,166.9,43228.085
135428,female,46,63.3,63995.887
135432,female,70,63.9,49743.497
135437,female,59,64.4,75665.827
135439,male,23,69.7,44994.328
135441,female,69,66.4,32542.609
135442,female,67,61.6,9988.686
135443,male,58,65.9,27200.709
135445,female,37,60.4,14053.158
135446,male,55,73.2,131029.178
135447,female,64,57.9,15094.62
135450,female,63,171.5,13017.01
135452,male,80,178.7,30886.086
135453,male,60,72.6,21717.849
135454,female,61,62.9,40771.171
135456,female,70,64.4,17768.308
135458,male,30,71.0,27803.601
135459,female,41,61.6,20728.446
135460,male,79,66.3,14101.668
135463,female,70,63.7,15409.969
135466,female,40,62.5,46292.998
135467,male,62,65.4,14285.531
135469,male,42,65.3,44701.2
135470,female,46,60.6,69911.376
135473,male,35,72.6,42892.253
135475,male,55,73.0,18177.074
135476,male,77,62.2,27124.959
135477,male,80,66.7,27635.763
135479,female,77,65.9,63678.164
135480,female,64,65.1,24096.438
135483,female,31,60.6,28035.754
135484,female,37,65.0,32624.847
135485,female,21,69.2,49323.104
135494,male,77,70.6,15024.143
135496,male,32,65.7,42515.116
135498,female,44,65.0,21034.694
135499,male,70,69.3,32497.526
135500,male,33,63.8,50148.885
135502,male,42,69.3,17007.184
135503,female,58,60.0,16941.403
135504,female,27,65.3,21084.124
135505,male,29,66.3,38954.803
135508,male,61,73.9,25468.072
135509,female,64,62.3,20576.667
135511,female,69,62.6,35093.839
135512,male,52,66.8,59421.879
135516,male,72,66.6,10780.882
135517,female,59,62.5,130560.927
135519,female,44,63.7,76261.048
135521,female,64,68.1,60954.97
135522,male,28,69.3,60957.374
135528,male,30,64.6,115824.327
135529,male,79,65.9,15008.09
135530,male,23,72.2,81201.163
135533,female,58,62.8,44753.486
135535,female,40,66.9,20799.504
135536,female,63,66.4,22166.124
135537,male,41,75.0,124970.259
135539,female,73,61.0,18672.533
135540,male,29,76.1,56823.283
135541,male,68,68.4,10306.394
135542,male,55,64.2,32274.711
135544,female,67,65.6,20649.843
135545,male,78,72.1,12067.833
135546,female,58,63.3,46601.873
135548,female,44,62.8,18343.648
135550,male,39,63.9,126386.593
135551,female,64,64.1,13829.87
135552,female,61,61.3,28583.607
135553,female,37,62.2,36813.058
135555,female,32,59.4,80285.558
135560,male,29,69.1,42913.447
135561,male,59,68.2,71478.509
135564,female,80,65.2,57255.856
135565,male,37,65.7,52101.998
135566,female,45,59.6,22362.224
135567,female,80,66.6,8705.893
135569,female,80,65.0,56116.008
135570,male,47,68.8,80753.117
135571,male,65,68.9,43030.642
135573,female,70,62.8,13177.076
135581,male,41,71.9,71952.269
135582,female,77,60.8,12455.032
135583,male,46,74.4,85055.754
135584,female,24,63.2,15529.584
135585,female,65,62.8,12013.029
135586,male,45,71.0,24262.285
135587,female,69,61.3,68234.348
135588,male,73,64.8,31689.456
135589,female,43,62.7,26065.481
135591,male,53,69.3,77932.154
135592,male,78,65.2,22087.327
135593,male,80,66.3,16244.519
135597,female,70,60.9,26992.171
135599,female,26,66.1,33810.441
135602,male,36,72.2,39249.076
135603,male,69,65.0,19791.882
135605,male,31,70.2,16567.165
135608,female,60,62.7,26320.039
135609,female,41,61.2,40781.817
135610,female,69,75.3,11844.215
135615,female,78,61.9,39825.964
135616,male,29,68.1,114198.413
135619,male,43,66.9,88924.47
135621,female,62,59.6,30937.962
135622,male,65,71.2,22179.379
135623,female,53,62.1,20814.644
135628,female,75,62.2,23476.053
135631,male,57,67.9,58715.116
135633,female,80,62.6,27089.945
135634,male,21,66.3,47637.27
135637,female,41,61.9,36632.345
135638,female,30,68.4,45934.624
135639,female,70,60.6,18562.751
135640,female,58,65.5,32658.777
135641,female,70,65.7,17653.664
135643,female,56,57.5,30289.616
135644,male,67,75.1,32002.125
135645,male,60,67.4,18343.773
135646,male,39,70.9,16469.999
135649,female,74,62.6,32118.808
135650,female,57,59.1,24423.638
135653,female,27,64.9,18495.987
135654,female,42,60.5,16733.286
135661,male,59,175.9,75252.301
135663,female,62,60.6,35300.794
135669,male,37,68.3,93247.127
135671,female,36,167.0,12376.727
135672,female,33,67.0,26793.022
135674,female,25,64.4,31253.629
135675,male,74,72.4,37599.337
135678,male,42,66.6,38308.229
135680,female,52,63.1,104109.111
135682,female,64,63.5,20726.619
135687,male,60,66.1,39430.326
135691,male,66,67.6,37592.827
135692,male,63,63.4,18999.886
135693,male,30,71.6,91475.945
135694,male,78,65.5,20133.777
135695,female,51,66.6,41518.425
135697,male,75,71.3,15693.028
135699,male,38,68.8,68860.905
135700,male,57,68.0,170881.139
135701,male,51,67.8,35499.381
135702,male,23,70.0,21359.35
135704,female,73,63.6,38191.318
135706,female,50,67.4,37311.093
135708,male,69,68.0,16379.771
135709,male,76,66.6,19734.264
135711,male,75,72.0,28538.67
135713,male,68,73.5,53170.175
135715,male,68,65.0,31582.834
135716,male,80,62.4,10185.904
135719,female,68,61.7,10834.012
135720,female,48,65.4,22684.892
135721,male,68,66.2,22403.504
135722,male,44,67.1,84636.158
135723,female,55,66.8,72556.964
135724,male,26,71.3,63993.514
135726,male,60,74.7,31034.346
135728,male,20,69.9,149747.687
135730,female,66,55.6,7293.903
135731,male,32,70.7,62644.487
135734,female,59,65.8,50938.494
135738,male,48,69.8,22946.748
135740,female,76,62.4,19699.309
135741,male,60,69.0,10023.673
135742,male,66,72.8,24884.493
135743,female,74,63.7,26206.283
135745,female,51,62.6,38369.798
135747,female,40,64.3,34064.801
135749,female,72,60.0,25933.118
135753,female,24,63.2,23854.65
135754,female,66,60.3,27204.99
135766,female,41,60.4,19532.465
135767,female,50,63.6,23010.32
135768,female,62,64.3,21514.553
135770,male,60,68.2,11639.329
135772,male,46,69.8,23050.853
135775,male,33,64.2,58852.634
135776,male,71,68.2,16811.817
135777,female,61,65.7,27674.341
135782,male,31,71.3,34142.026
135783,male,59,77.2,110737.044
135787,female,72,63.5,20659.029
135790,female,64,62.3,14500.775
135792,female,37,63.0,97264.375
135794,male,34,59.8,57614.81
135797,female,65,65.6,20807.324
135798,male,56,68.7,27329.07
135801,male,71,67.5,15977.563
135804,male,78,67.2,14177.441
135806,female,80,64.5,32579.448
135807,male,63,69.8,6911.401
135808,male,41,70.2,65466.761
135809,male,45,65.5,59425.639
135811,female,67,64.3,42363.439
135821,male,42,71.7,68377.549
135822,male,46,70.4,41272.354
135823,female,77,58.9,12626.101
135826,female,68,62.8,14780.777
135827,male,63,72.3,20777.944
135830,male,41,61.6,27464.345
135832,male,50,65.2,36784.984
135834,female,34,63.7,13573.852
135839,female,62,60.9,40902.572
135841,male,37,66.5,92113.979
135842,female,58,59.6,60184.108
135844,female,32,63.4,55536.569
135845,female,66,65.9,43983.432
135846,male,61,65.0,47927.304
135848,female,80,63.8,60382.048
135849,female,63,65.0,11170.654
135851,female,60,60.1,38590.8
135853,male,80,71.8,26126.617
135855,female,79,61.4,12825.663
135858,female,70,63.9,29768.262
135859,male,64,67.2,29985.139
135865,male,80,68.1,11513.077
135867,male,74,65.2,11326.858
135868,female,41,67.7,78521.47
135872,female,57,57.4,47887.873
135873,male,56,65.4,46608.074
135876,female,61,65.4,12476.198
135877,male,77,65.9,49106.056
135881,male,28,71.0,64829.087
135882,female,46,61.1,36574.873
135885,male,20,66.1,189323.383
135886,female,30,63.9,26715.274
135888,male,42,66.5,55150.745
135889,female,61,64.4,17723.655
135890,male,58,70.7,33261.576
135891,male,37,68.3,45336.095
135892,male,20,68.6,157334.795
135893,female,71,56.9,23313.326
135895,male,20,72.8,193678.499
135900,female,61,63.1,19614.835
135902,male,27,71.9,51446.391
135903,male,62,61.5,40130.516
135906,female,26,64.8,18766.826
135908,female,63,64.6,10315.877
135909,female,34,66.3,46986.45
135910,female,63,69.4,20915.058
135911,male,65,71.4,21809.092
135914,female,63,66.0,12153.792
135915,female,54,60.8,31244.987
135916,female,60,62.3,20963.87
135919,female,62,65.2,19278.277
135920,female,40,64.4,85026.242
135927,male,40,73.5,44470.958
135928,female,75,60.9,59243.09
135929,female,73,64.9,14948.062
135930,female,59,64.6,17079.799
135937,male,26,66.9,95554.316
135938,female,28,60.6,48951.46
135940,female,47,66.6,110706.586
135941,female,21,63.5,108938.431
135943,female,69,63.1,35971.075
135945,female,48,65.5,65680.885
135946,male,72,66.9,19768.27
135953,female,60,58.7,35679.414
135954,female,29,58.5,51399.995
135956,male,30,68.7,14698.566
135957,female,53,60.7,16911.537
135959,female,76,62.6,26702.342
135960,female,75,61.9,40109.194
135961,female,26,65.3,58393.28
135962,female,50,62.3,31810.799
135963,male,60,72.6,31639.228
135964,female,23,62.0,64691.791
135966,female,30,68.5,41102.263
135968,male,80,69.9,27140.722
135969,male,33,69.3,41606.007
135970,female,61,60.6,34408.621
135973,female,78,59.0,43567.326
135976,female,76,62.0,9752.882
135977,female,73,59.6,26623.073
135980,female,55,62.9,26512.973
135982,female,60,66.6,17040.816
135983,female,21,71.6,48578.709
135985,female,46,54.9,35952.474
135987,male,79,67.0,32484.324
135988,male,63,66.9,41345.835
135991,female,32,66.9,21190.822
135992,male,66,68.9,9155.136
135993,male,55,70.4,112761.378
135995,male,77,63.1,18042.447
135997,female,25,66.4,49106.761
135998,male,23,71.7,53062.3
135999,male,66,68.0,52526.629
136000,female,44,65.9,64126.808
136001,female,28,61.7,63756.162
136002,male,80,65.7,13327.731
136004,male,58,69.0,61429.835
136005,male,52,68.3,14645.211
136012,male,73,69.8,11412.25
136013,female,59,56.0,8608.384
136014,male,20,69.7,71168.538
136015,female,22,62.6,50177.293
136016,male,41,70.0,24979.186
136018,female,30,62.9,47071.081
136020,female,40,64.6,21393.889
136025,female,42,64.3,14803.786
136027,female,56,63.0,32658.777
136031,female,57,68.3,27723.668
136036,female,55,67.3,41752.008
136039,female,36,60.9,42099.504
136040,female,41,58.8,49120.728
136042,male,44,67.6,79217.716
136046,female,67,63.0,20026.684
136047,male,80,65.9,25749.755
136050,female,25,61.9,56697.413
136051,male,27,70.9,102869.629
136052,male,78,70.6,17570.061
136053,female,79,60.6,45368.48
136054,female,21,61.1,93419.472
136057,female,69,60.3,33933.541
136058,male,68,68.8,52045.88
136059,male,62,68.1,20659.25
136060,male,46,71.1,42163.992
136062,female,21,62.4,40756.92
136063,male,41,72.6,18840.901
136064,male,76,64.5,45330.897
136070,male,35,66.6,33888.226
136071,female,29,63.7,13547.588
136072,male,63,66.3,42257.994
136073,female,70,59.2,36323.993
136074,female,64,68.0,20870.21
136075,male,55,72.6,32233.129
136079,female,25,66.2,146668.068
136084,female,45,60.3,29932.453
136089,male,60,70.4,7106.846
136091,male,80,72.2,21397.307
136092,female,27,63.3,11999.234
136093,female,80,64.4,38099.196
136094,female,72,63.0,16063.703
136095,female,37,62.8,20348.561
136097,female,48,65.4,33989.183
136106,female,44,60.5,12337.403
136107,male,63,67.8,10066.658
136111,female,71,62.2,18941.011
136113,female,80,56.1,20370.435
136114,female,61,62.2,89657.932
136115,female,20,59.5,27953.461
136116,female,23,61.0,39856.661
136118,female,39,62.8,29233.074
136119,male,64,67.1,23689.101
136120,male,54,68.2,29689.632
136123,female,62,66.1,20049.728
136124,male,30,70.5,69146.495
136125,male,42,67.3,73042.052
136127,female,63,67.8,44359.575
136128,female,60,60.7,19351.811
136129,male,73,69.0,24576.421
136130,female,44,64.4,44329.133
136132,female,59,65.3,25351.013
136133,female,42,64.1,38796.567
136136,male,75,66.0,14767.425
136139,female,53,64.4,23194.851
136141,female,80,67.7,34582.489
136142,male,34,67.8,15271.87
136144,female,43,64.4,43615.534
136146,male,24,171.0,46043.069
136152,female,65,66.7,15150.055
136155,male,68,65.9,22422.382
136161,female,37,68.7,32186.612
136162,female,75,61.1,21731.188
136164,male,45,69.3,39879.285
136165,male,62,69.6,38612.709
136168,female,61,62.9,18974.8
136169,male,56,66.5,30775.744
136172,female,76,64.6,15127.221
136173,female,73,60.7,20711.093
136176,male,40,70.6,24925.151
136180,female,22,61.1,37447.878
136182,male,80,68.8,24759.388
136185,female,21,65.2,29948.773
136186,female,60,66.1,36817.488
136187,male,31,66.1,32142.867
136188,male,49,66.9,34897.248
136189,female,59,60.6,15064.245
136190,female,68,63.5,27561.924
136191,female,69,67.2,89657.932
136192,male,66,70.3,58554.203
136193,female,72,62.9,12177.834
136194,male,52,65.2,40755.988
136195,male,74,65.5,13224.048
136200,female,76,61.8,30746.905
136201,male,31,60.1,77725.843
136204,male,51,68.6,22096.405
136205,male,25,72.6,44646.992
136206,female,80,62.5,18900.95
136210,female,58,63.7,43752.462
136211,female,38,63.1,25015.297
136216,male,80,71.6,43312.969
136218,female,57,61.1,23871.754
136220,male,75,68.0,45592.802
136222,female,31,62.2,9616.562
136223,male,40,72.4,64974.788
136225,female,33,64.8,34326.259
136227,female,63,65.4,21118.562
136229,male,63,70.6,27098.175
136230,female,45,65.4,110049.85
136231,female,39,62.4,75746.716
136232,male,62,72.7,23632.374
136233,male,68,66.5,24505.493
136240,female,64,63.1,20526.046
136241,female,61,61.2,23537.636
136243,female,32,66.5,8852.156
136244,male,62,65.2,12016.187
136249,female,37,65.1,19665.659
136250,male,71,70.0,29015.3
136252,male,58,71.4,44894.115
136254,female,20,66.1,72920.372
136255,female,66,60.0,17592.453
136256,female,57,61.6,27486.971
136260,male,44,71.1,46034.41
136261,female,68,62.5,25379.691
136265,female,76,65.2,34637.817
136266,female,42,59.7,32439.374
136267,female,40,65.1,33057.47
136268,male,48,66.9,94069.962
136271,female,41,64.3,33568.102
136272,male,50,71.9,23118.567
136274,female,52,63.7,45310.442
136276,male,73,66.0,18135.93
136278,female,38,67.4,24231.604
136281,male,66,67.3,24963.48
136283,male,75,64.6,43577.659
136284,female,72,61.7,24624.025
