participant_id,sex,age,height_in,survey_weight
136339,male,52,70.7,39691.401
136341,male,38,70.6,46653.442
136345,male,32,70.2,69385.013
136352,female,72,64.9,31317.952
136353,female,70,63.7,30394.154
136354,female,34,64.8,50334.117
136355,male,60,72.3,51709.277
136357,male,31,70.0,29287.12
136360,male,31,182.6,62041.768
136361,male,67,71.4,27134.479
136364,female,67,67.4,29626.38
136365,male,62,69.5,31890.696
136366,female,32,62.2,142446.724
136369,female,27,66.9,58835.363
136370,male,46,69.3,43810.805
136373,male,36,67.9,48844.34
136376,female,63,66.4,34076.538
136378,male,33,65.6,35176.401
136381,female,52,64.1,51691.017
136383,male,79,63.6,27154.496
136384,female,33,69.9,15306.48
136385,male,63,71.6,23907.376
136387,female,66,64.6,25869.77
136389,female,73,63.1,25029.539
136390,female,80,58.7,69569.129
136392,female,59,62.9,89645.85
136397,female,38,65.6,36638.944
136398,female,58,57.6,32040.0
136399,female,52,147.3,14114.02
136400,female,55,61.4,10421.372
136401,female,34,59.4,25623.48
136402,female,65,63.2,18018.912
136405,female,61,63.2,16811.57
136407,male,58,67.2,34366.7
136408,male,63,67.9,43446.141
136410,female,20,65.6,52691.68
136412,female,65,63.7,11940.692
136415,male,52,64.9,21618.461
136417,male,21,74.4,15375.785
136418,male,70,62.7,45016.643
136421,male,25,66.7,165492.836
136422,female,77,60.7,17657.455
136424,female,42,65.9,21835.837
136425,male,46,68.6,76045.802
136426,female,20,66.9,61848.12
136429,female,39,63.6,78758.548
136430,male,46,67.3,64815.28
136431,male,54,66.7,9445.749
136434,female,61,63.1,15385.769
136435,male,22,73.1,124012.973
136437,male,43,65.9,120216.425
136439,female,20,68.6,216127.416
136440,female,80,63.1,44977.556
136442,male,37,76.6,47201.059
136443,male,67,66.4,24470.6
136444,male,61,67.0,12326.797
136445,male,80,66.2,20308.7
136448,female,80,66.7,75150.626
136449,female,21,60.7,45131.645
136451,male,80,70.0,76104.969
136452,female,36,60.6,59161.911
136453,female,32,64.0,128601.502
136455,male,58,67.6,60244.15
136457,female,68,63.7,8267.933
136458,male,73,68.6,41440.524
136460,female,29,63.2,58390.305
136461,female,25,63.8,24633.241
136462,female,21,64.7,77669.919
136465,female,34,64.7,15510.659
136466,female,43,68.1,65966.764
136467,female,57,65.1,23089.135
136468,male,21,68.0,135138.632
136473,male,60,66.0,6911.401
136475,female,80,58.1,40866.633
136476,female,60,57.3,20959.722
136477,male,52,68.9,28005.883
136478,male,59,65.6,69847.581
136480,male,20,67.0,171874.159
136487,female,48,60.6,31098.964
136489,male,41,75.1,33046.24
136490,male,61,73.1,18766.296
136492,male,66,62.5,15913.718
136494,male,20,67.0,78454.113
136496,female,57,64.3,32668.993
136499,female,38,69.6,83878.358
136502,male,23,72.2,31119.911
136508,female,62,57.6,18626.296
136509,female,28,67.8,44705.44
136510,female,36,66.3,32076.2
136512,female,71,61.1,13435.441
136516,female,71,156.2,12365.252
136521,male,41,69.6,53067.391
136522,female,20,64.7,64541.709
136523,female,63,61.3,14958.687
136525,male,63,68.1,37266.37
136527,female,71,58.5,50151.248
136528,male,23,70.9,103766.658
136530,male,40,74.1,44446.079
136535,male,63,67.8,25653.6
136536,female,55,64.9,71245.33
136537,male,27,64.3,116690.95
136539,male,80,61.3,28902.331
136540,female,21,64.9,54756.874
136541,female,50,169.2,16504.73
136542,male,60,67.5,17895.198
136546,female,80,62.6,9695.866
136549,female,44,65.7,14476.144
136553,male,38,65.0,26954.898
136556,male,56,64.4,45455.931
136560,female,80,62.3,24616.53
136561,male,31,69.1,24142.415
136562,female,71,62.5,23313.758
136564,female,58,67.0,104845.184
136566,male,63,75.2,18660.419
136568,male,68,178.6,26626.871
136571,male,63,72.9,25345.086
136572,female,77,63.4,25358.572
136573,female,57,70.8,38979.539
136576,female,61,65.2,18631.86
136577,female,53,62.9,24408.084
136579,female,52,61.1,100333.684
136582,male,66,69.3,25313.968
136583,male,68,65.5,6191.848
136584,female,33,62.5,16484.252
136585,male,60,60.0,11629.379
136586,female,66,63.7,15028.911
136588,female,69,65.7,17264.604
136589,male,80,75.1,56763.932
136591,male,57,62.6,96457.737
136592,male,71,66.2,35971.911
136593,female,29,61.3,43458.733
136596,male,67,65.7,18699.788
136599,female,64,64.4,13739.858
136601,female,44,60.5,27006.594
136603,female,59,61.2,24518.206
136604,female,60,157.5,32097.771
136605,female,60,65.6,7792.25
136607,male,59,66.8,27238.812
136608,male,39,73.5,106141.418
136609,female,29,61.3,102191.952
136610,male,20,68.3,36586.37
136614,male,77,67.5,19282.056
136616,male,58,69.7,41272.39
136618,male,70,69.2,14513.521
136621,female,65,60.0,31775.212
136623,male,54,69.7,34867.662
136624,male,58,69.4,38068.611
136625,female,28,66.5,31594.463
136626,female,64,64.8,16588.545
136628,female,71,62.0,14773.429
136629,male,50,67.2,10772.078
136630,male,31,67.6,60068.251
136634,male,69,168.5,22041.389
136636,female,54,65.8,63607.189
136637,female,52,62.2,68958.849
136638,female,60,66.6,12432.473
136642,female,33,60.9,48704.301
136643,female,45,61.8,9763.017
136644,female,51,58.6,19133.632
136645,male,65,68.5,14106.367
136647,female,60,61.4,16376.94
136649,male,43,64.9,19115.207
136650,male,68,68.5,13413.909
136652,female,65,62.6,26382.574
136655,male,72,65.8,25071.882
136657,female,44,65.2,94024.175
136660,female,77,63.3,17810.368
136663,female,64,61.9,21038.594
136664,male,61,69.5,18359.649
136667,female,36,65.6,27768.774
136668,male,70,65.7,12338.98
136673,female,33,61.1,30629.898
136675,female,65,67.6,7363.413
136677,male,71,65.1,33176.193
136679,male,73,64.8,24160.81
136682,male,80,67.6,12375.792
136683,male,64,68.7,37975.646
136685,female,43,64.7,48256.246
136688,female,27,68.1,54019.481
136691,male,67,69.0,23657.358
136692,male,67,65.2,17589.716
136693,female,45,62.6,69405.71
136694,female,35,64.1,39401.56
136696,female,57,60.1,16636.067
136697,female,34,63.0,51954.419
136698,female,32,62.4,34639.144
136699,female,49,63.3,27757.75
136701,male,31,67.4,42473.056
136702,male,68,61.5,36092.919
136703,female,44,60.4,13713.366
136705,female,23,61.5,40415.221
136706,female,63,64.5,22688.981
136707,female,43,61.8,24337.474
136709,male,45,64.5,77652.41
136713,female,73,63.6,62076.511
136714,female,20,67.4,61493.365
136716,female,67,61.3,28680.178
136718,male,60,66.4,23001.023
136720,female,70,60.2,29468.511
136723,male,62,70.7,49046.083
136724,female,75,64.0,40629.578
136728,female,55,59.5,27283.192
136730,male,62,68.6,49176.497
136731,female,31,59.5,33042.582
136733,female,33,66.6,39327.804
136734,male,35,167.3,45542.135
136735,female,80,63.3,88042.952
136736,female,64,60.0,11078.06
136739,female,67,60.5,16838.118
136740,female,69,59.0,30112.977
136744,male,36,69.9,82345.594
136745,male,38,68.8,54910.207
136747,female,37,65.2,13664.2
136748,male,69,68.2,29348.303
136750,male,62,72.3,47425.906
136752,male,73,69.8,15494.004
136754,male,80,66.5,14673.321
136757,female,80,65.2,24576.076
136758,female,29,69.4,59019.778
136760,female,73,154.2,17067.068
136761,male,61,65.7,42311.468
136762,male,33,72.0,42624.201
136770,female,70,160.7,40853.644
136771,male,21,70.7,80018.314
136776,male,67,64.1,34556.623
136778,male,53,66.1,40911.609
136781,female,25,60.8,39266.492
136785,female,61,66.1,13313.981
136788,male,68,71.3,13191.788
136791,female,64,66.4,22917.142
136794,female,25,62.9,24092.189
136797,female,30,61.2,21747.996
136799,female,38,60.3,52285.413
136800,male,62,172.8,31064.712
136801,female,64,60.6,79012.319
136802,female,53,66.3,42939.46
136803,male,62,68.2,14220.623
136809,male,69,68.3,44724.914
136810,female,73,63.2,40228.302
136812,female,65,65.0,26624.732
136814,female,56,60.4,42499.44
136815,male,44,69.8,103664.93
136817,female,32,63.5,14169.239
136818,female,46,71.5,45610.47
136822,female,34,65.1,37992.065
136826,female,64,63.3,23160.891
136827,male,54,71.3,15013.484
136828,female,60,59.8,16880.777
136829,female,76,63.3,60704.004
136831,female,43,62.6,62588.605
136832,male,72,71.0,11125.02
136835,female,62,64.3,46407.411
136836,female,71,67.0,17608.631
136837,female,71,62.5,19028.953
136838,male,68,75.2,15210.53
136839,female,61,59.9,27484.179
136840,male,54,68.0,45659.156
136848,female,30,61.0,16844.361
136849,male,53,67.4,51592.365
136852,female,26,64.3,43408.856
136854,male,36,69.8,30693.733
136855,female,20,64.1,154291.436
136859,male,27,69.4,76745.856
136862,male,74,66.0,19131.794
136864,female,72,59.9,12505.304
136866,male,25,72.0,25370.907
136868,male,41,59.1,14219.15
136870,female,53,64.5,19312.56
136872,male,26,62.9,63442.102
136874,female,46,65.4,24681.729
136882,female,28,63.5,19795.686
136883,female,32,63.4,19061.262
136887,male,25,67.1,145050.368
136888,male,21,74.1,125602.575
136890,female,62,62.3,35172.943
136891,male,31,196.6,56806.202
136892,female,79,64.4,13095.869
136893,male,59,68.0,141801.485
136897,male,70,171.2,21273.073
136898,female,46,60.1,97287.44
136899,female,26,60.8,31522.92
136906,female,53,61.9,40675.211
136908,female,55,67.0,9363.446
136910,male,70,70.7,19603.282
136911,female,39,67.7,132146.276
136914,male,56,70.2,54963.057
136917,male,49,76.4,39998.991
136918,female,24,62.2,115714.801
136921,female,61,64.4,32190.995
136922,male,44,66.1,25274.09
136923,male,20,63.2,46384.057
136925,male,63,68.5,28446.872
136928,male,58,67.3,87938.999
136929,female,47,64.3,23476.457
136930,male,52,67.5,128563.112
136931,male,69,65.7,29238.996
136936,female,68,61.5,37769.64
136938,female,53,67.3,95466.747
136939,female,59,60.7,23500.157
136942,male,43,71.9,27945.948
136943,female,47,62.4,47784.998
136946,male,67,67.1,45956.284
136947,female,22,70.1,68178.984
136950,male,25,67.8,80930.776
136951,female,80,62.8,27674.812
136953,female,57,61.8,48802.321
136954,male,35,69.6,98594.601
136956,female,62,64.2,16689.511
136959,female,70,63.1,41645.226
136963,male,32,70.6,38961.515
136966,male,80,66.9,43912.345
136968,female,52,63.2,27999.475
136969,female,29,62.0,65965.307
136971,female,67,64.6,28576.189
136972,female,78,64.4,47506.555
136973,female,71,64.8,24612.498
136975,male,49,65.8,44069.048
136976,male,31,73.9,46172.877
136977,male,29,70.7,49979.038
136978,female,45,59.9,44674.809
136979,female,78,64.3,21602.642
136980,male,62,68.9,17156.195
136982,male,47,69.4,79217.716
136984,female,78,61.2,25209.53
136987,female,80,60.0,21126.943
136988,male,65,72.0,36857.579
136990,male,63,69.3,22590.364
136991,male,48,69.5,56283.653
136993,female,58,67.3,15272.382
136994,female,50,64.1,28916.609
136997,male,77,68.9,37272.175
136998,female,77,64.9,35767.166
137004,male,21,69.4,70602.526
137005,male,30,73.5,40315.37
137006,male,55,72.6,33301.898
137007,female,77,63.3,30869.083
137008,female,30,65.8,56323.279
137009,female,56,64.9,9832.506
137010,female,68,59.9,13783.951
137011,male,32,68.9,44167.146
137012,female,30,64.1,37563.011
137013,female,80,150.3,51129.843
137022,male,73,70.1,21298.067
137023,female,27,61.6,59560.574
137026,female,36,68.1,58563.091
137027,female,44,64.3,27774.224
137029,female,58,58.2,38589.406
137031,female,35,59.9,16668.296
137037,male,55,69.0,58614.285
137039,male,64,71.5,51952.581
137040,female,62,67.7,34408.621
137042,male,71,68.2,46555.664
137043,female,60,64.1,7413.349
137045,female,59,58.5,21065.463
137046,female,65,59.5,12729.326
137048,female,60,62.9,29626.38
137051,male,64,68.0,21869.725
137052,male,53,71.0,15129.697
137053,female,57,62.3,129111.0
137054,female,23,66.5,16551.114
137055,male,68,69.7,40316.226
137056,female,64,66.9,21321.359
137057,female,32,61.2,31592.215
137059,female,71,64.5,27132.101
137060,female,52,58.1,48267.556
137061,female,78,61.1,21360.647
137064,male,58,69.8,24949.239
137065,female,66,65.0,55624.325
137066,female,25,65.4,101473.393
137067,male,58,66.1,70871.491
137068,female,50,60.0,31035.39
137073,female,58,64.4,23170.533
137076,female,80,61.9,57677.181
137078,female,80,55.2,11754.449
137081,male,48,68.2,93643.812
137082,female,79,61.1,14481.854
137083,male,61,67.2,19862.677
137084,female,46,62.8,9733.123
137085,female,36,63.5,21286.094
137088,female,80,61.2,48244.754
137090,female,23,64.4,25660.709
137094,male,45,75.4,44879.92
137096,male,68,70.8,37751.34
137100,male,77,172.1,43924.214
137102,female,39,62.4,37383.431
137103,male,45,72.4,52923.239
137106,female,68,63.6,16283.486
137107,male,40,65.0,37840.661
137110,male,40,71.9,118852.762
137112,female,26,65.5,39569.635
137113,male,65,70.9,25934.493
137116,female,49,66.7,10979.921
137119,female,77,58.5,12766.892
137123,male,68,70.3,57779.992
137125,female,42,62.6,38692.808
137126,male,68,68.7,34356.389
137128,female,25,66.0,105945.592
137132,female,51,68.6,24686.19
137133,female,52,65.7,33322.965
137136,male,71,69.7,30315.531
137137,female,48,60.5,36709.727
137138,male,70,70.4,17889.317
137139,female,53,63.8,67019.231
137140,female,64,62.4,26948.049
137142,male,71,68.8,39179.18
137145,female,55,67.9,53059.516
137146,female,55,60.9,29516.341
137149,female,33,67.2,61513.288
137153,female,67,63.5,25029.128
137154,female,65,163.7,23016.902
137157,female,47,65.6,91592.71
137158,female,41,61.3,72062.657
137159,female,67,64.8,17467.476
137160,female,46,62.0,46163.35
137164,male,59,69.4,49299.283
137167,female,72,61.5,23031.074
137170,male,65,70.9,12859.226
137175,female,68,60.4,12194.351
137177,male,51,64.1,58540.782
137178,female,68,61.9,29017.813
137179,female,64,63.8,27203.659
137182,male,75,64.4,43334.594
137184,male,38,68.7,14156.443
137186,female,79,63.1,32016.436
137191,male,23,67.1,51543.017
137193,female,32,62.3,70618.137
137194,male,58,67.2,70539.435
137198,female,23,65.0,56429.063
137200,male,40,63.0,117290.079
137202,male,24,68.9,65618.637
137203,male,33,68.9,43868.685
137206,female,68,61.3,21751.125
137208,female,54,59.2,11873.148
137209,male,44,63.8,13781.78
137212,female,80,61.3,39565.101
137213,male,31,68.1,52023.791
137214,female,31,66.1,48275.044
137215,female,56,61.1,32503.454
137216,male,53,74.7,16630.825
137218,male,39,74.2,23511.839
137220,male,64,72.3,48963.31
137221,female,69,57.8,15793.81
137224,female,53,62.9,82231.134
137228,female,33,63.3,23494.184
137230,male,80,66.7,8836.44
137232,male,61,66.1,31710.121
137234,male,63,70.1,32894.734
137239,male,79,68.5,47867.163
137240,male,23,68.5,100542.578
137241,male,47,68.3,189266.591
137243,female,63,63.5,72765.519
137246,female,39,63.0,41641.049
137248,female,80,63.0,42295.95
137249,female,42,64.8,22565.088
137250,female,49,59.3,23540.015
137251,female,66,65.0,39111.226
137252,female,66,61.1,36744.468
137253,male,31,72.9,71637.627
137255,female,54,157.0,88838.09
137256,female,75,61.3,14615.788
137261,male,75,65.0,49360.116
137263,female,57,59.1,7563.773
137264,female,80,61.7,35414.501
137268,male,48,70.6,72233.192
137269,female,49,63.3,18579.971
137270,female,68,61.4,20312.277
137271,male,44,68.9,37153.562
137272,female,56,63.0,32866.475
137274,male,61,67.6,40619.995
137276,female,64,61.7,17558.764
137279,female,30,66.3,43924.161
137280,male,58,74.1,12462.999
137281,female,59,62.9,25344.044
137283,female,80,63.1,54946.178
137284,female,60,65.8,27314.873
137286,female,65,57.9,48064.73
137288,female,33,59.8,20532.823
137291,male,64,70.8,45775.464
137293,female,61,62.4,33562.099
137295,male,24,69.3,49709.081
137296,female,69,58.9,13431.674
137299,male,25,75.8,76405.932
137300,male,34,68.7,30406.056
137301,female,52,58.0,46059.207
137302,female,57,65.6,33613.423
137303,male,50,66.5,96850.648
137304,female,38,65.9,22379.765
137305,female,27,60.8,17696.665
137306,female,41,66.7,38859.549
137307,male,66,62.6,11121.158
137308,male,70,67.3,15013.849
137309,female,45,59.0,26492.54
137310,male,69,67.6,18297.134
137311,female,41,58.5,34423.114
137313,male,37,67.3,56943.013
137314,male,67,70.9,51333.753
137316,female,26,59.0,40888.721
137318,female,55,62.8,29255.336
137319,male,62,71.5,20880.581
137323,female,32,62.2,96252.655
137324,female,58,59.7,25626.363
137325,female,65,66.9,27115.317
137329,male,74,65.7,46446.981
137330,female,47,68.4,18744.772
137331,male,70,70.0,34445.45
137332,male,72,73.5,13621.832
137333,female,41,57.6,40274.596
137335,female,63,66.6,27867.434
137337,male,33,65.9,32878.704
137339,male,49,68.2,33740.43
137341,female,53,63.2,41500.83
137342,female,49,56.9,20422.472
137344,male,50,68.1,20336.781
137345,male,26,66.9,94059.454
137348,female,31,66.7,105680.212
137349,female,78,58.6,40622.822
137350,female,64,66.8,17864.907
137351,female,41,63.5,55323.093
137352,male,73,69.6,31152.642
137353,male,69,69.7,7325.037
137354,female,68,61.9,28303.824
137355,female,37,65.2,41705.089
137366,female,73,59.3,15384.027
137368,male,55,73.8,38384.448
137370,male,73,68.0,19674.421
137374,female,25,64.8,37416.495
137375,female,60,65.4,42481.951
137378,male,70,61.8,11382.885
137379,male,66,67.5,21512.97
137381,male,40,68.1,137282.46
137383,female,73,65.8,26827.094
137385,female,36,59.0,18544.549
137386,male,56,69.1,61795.454
137387,female,69,60.8,22136.803
137391,male,62,72.5,35791.184
137394,male,65,69.3,15703.916
137395,female,63,63.2,13981.279
137396,male,43,66.9,136240.392
137400,male,67,68.9,42284.326
137401,male,75,70.9,29345.14
137402,female,40,66.1,18681.671
137403,male,80,63.8,37514.774
137408,male,24,75.9,57559.709
137409,female,41,64.7,77995.704
137410,female,20,61.5,36883.011
137411,female,31,64.5,25282.754
137412,male,66,73.3,37566.173
137414,female,44,62.8,25707.128
137415,female,80,59.5,20960.066
137417,male,43,69.7,27925.104
137419,male,31,69.6,39854.235
137423,male,44,65.7,101060.254
137424,male,28,71.3,99078.973
137425,female,51,52.4,15598.991
137429,female,72,61.4,33951.918
137432,female,70,61.3,12405.539
137435,male,44,64.6,38175.498
137436,male,80,72.5,39192.232
137438,female,65,62.5,46773.464
137439,female,46,66.8,44817.521
137440,female,50,58.8,53887.435
137443,male,62,70.4,19365.791
137446,female,57,66.1,34328.505
137447,male,72,71.1,17993.949
137448,male,80,66.9,47396.874
137451,male,80,68.8,17419.045
137453,female,64,69.3,49789.426
137455,male,76,64.3,10183.109
137461,female,61,62.4,22572.236
137462,male,73,70.0,11379.239
137463,male,60,71.4,21717.849
137464,male,33,69.9,20254.045
137465,female,80,58.8,22109.15
137468,female,31,64.0,34250.954
137472,female,41,63.6,44744.249
137473,male,26,73.5,48271.258
137474,male,64,64.0,18895.484
137476,female,70,64.1,32806.634
137477,male,39,66.8,72964.774
137478,male,73,70.9,50152.69
137480,female,23,64.0,54499.72
137481,male,58,73.4,25896.653
137482,female,38,65.7,73418.534
137483,female,42,65.0,36250.279
137488,male,29,71.7,42831.156
137489,male,75,68.5,23680.741
137490,male,44,67.0,32634.969
137493,female,31,64.3,26107.848
137495,female,68,63.9,20180.23
137499,male,80,66.6,24948.64
137500,female,75,60.7,14669.813
137501,female,35,63.0,81638.34
137502,male,80,70.4,41771.417
137504,female,63,62.9,33270.168
137508,male,79,66.9,17628.992
137510,female,80,62.7,23782.226
137511,male,74,73.3,37648.474
137512,female,69,63.1,15150.055
137515,male,72,66.8,15576.916
137517,female,51,64.7,25750.079
137518,male,48,67.2,49722.302
137519,male,33,70.7,75372.949
137520,male,73,68.9,21935.651
137523,male,56,65.9,95095.183
137526,female,45,66.1,40300.781
137528,male,57,67.4,38360.082
137530,female,53,63.5,26201.442
137531,female,30,65.9,16370.145
137532,female,43,70.7,34706.264
137534,male,48,70.4,56401.547
137535,female,58,63.2,30116.255
137537,female,37,64.4,35813.926
137541,female,74,59.6,20981.852
137544,female,75,60.9,19052.088
137545,female,59,59.3,18957.82
137547,male,61,68.7,19003.166
137548,male,33,62.1,63071.006
137550,male,56,70.6,37286.976
137551,female,61,64.4,27225.199
137552,male,64,69.2,41121.018
137559,female,38,68.1,21180.0
137563,female,55,63.5,71297.428
137564,male,51,71.3,64703.755
137567,female,36,64.1,9966.863
137568,male,24,73.0,77975.434
137569,male,20,67.0,83617.294
137571,male,72,66.2,32189.862
137573,female,44,63.0,26843.216
137575,female,76,57.2,21679.788
137579,female,38,63.0,38747.141
137580,female,23,65.2,74296.159
137581,male,39,71.5,63926.655
137583,male,36,72.3,73408.1
137585,female,63,67.5,31032.018
137590,female,53,63.9,41225.895
137592,female,50,65.2,49264.533
137593,female,42,68.5,60702.441
137595,female,54,62.6,64400.589
137597,female,61,151.5,9040.023
137598,male,71,66.3,11667.364
137602,male,80,64.4,22323.93
137607,female,32,67.0,40795.696
137610,male,59,65.2,23576.332
137612,male,46,61.4,36333.129
137613,female,63,59.6,12013.029
137614,female,34,59.5,120625.46
137615,female,21,64.2,19523.946
137617,female,33,65.1,35990.248
137619,female,64,63.1,31378.457
137623,male,66,67.0,48079.11
137625,female,63,62.9,48782.81
137626,female,31,61.8,46268.543
137629,female,35,61.5,23230.588
137632,male,46,69.5,96441.812
137634,male,68,67.4,24059.733
137635,female,75,65.2,21830.903
137643,female,44,61.0,29351.754
137644,female,33,63.5,44055.521
137649,female,34,62.2,53916.6
137650,male,28,72.7,23309.522
137651,male,51,69.3,47915.608
137652,female,61,60.9,18002.15
137654,male,69,69.6,39268.756
137655,male,48,66.4,12897.627
137657,female,67,60.9,21570.912
137659,female,78,65.7,42594.63
137660,female,27,61.8,97949.711
137661,female,42,66.1,60061.341
137662,female,62,60.7,18477.19
137663,male,29,69.7,33732.853
137664,male,69,68.6,29238.996
137667,female,43,159.6,43277.834
137668,male,50,74.2,56204.03
137670,female,63,58.3,49677.257
137674,female,61,67.0,16444.623
137675,male,27,71.3,85146.239
137676,female,43,64.0,15442.745
137680,female,74,63.3,32751.843
137683,male,33,71.1,104531.678
137686,female,38,64.8,100342.968
137690,male,57,62.8,15522.39
137695,female,78,61.9,12497.021
137696,female,64,64.3,18873.244
137698,female,65,58.8,57862.756
137700,female,31,60.5,60944.559
137701,female,60,61.9,13732.845
137702,male,46,71.3,58558.295
137703,male,51,69.6,65828.829
137705,female,65,61.6,9714.371
137706,female,58,62.9,19403.232
137711,female,78,63.2,21830.903
137713,female,40,64.8,20310.688
137716,male,67,66.0,23824.714
137718,female,60,63.8,27204.99
137721,female,78,64.4,87065.25
137722,female,33,68.6,41077.554
137723,female,60,64.1,22555.831
137725,female,44,63.0,8942.606
137726,female,57,61.1,34772.015
137729,female,68,62.9,15255.633
137730,female,34,68.1,17721.847
137733,male,28,71.9,26207.153
137736,male,66,68.9,23062.281
137737,female,73,69.2,17251.971
137738,male,67,69.0,18948.154
137739,male,64,67.4,24180.261
137740,female,28,62.8,63514.105
137741,female,30,63.4,30691.225
137742,male,55,66.7,27481.528
137745,male,80,64.0,19798.355
137747,female,65,63.9,15222.618
137748,female,42,64.2,21814.906
137752,female,61,59.2,27740.989
137756,male,51,64.3,149429.836
137757,female,23,63.2,58917.503
137760,male,20,69.2,53989.662
137761,female,35,66.5,46357.247
137765,male,43,75.9,22186.24
137768,male,44,71.0,27944.673
137771,female,78,64.8,24185.217
137773,male,61,64.5,23164.455
137774,male,48,69.6,34936.263
137777,female,43,63.3,88734.861
137781,male,44,61.1,62874.327
137784,male,27,66.8,78015.676
137787,male,44,65.9,97134.614
137788,female,79,58.9,41366.558
137789,male,67,71.3,44615.883
137790,female,66,59.6,17608.424
137791,male,55,68.2,63370.194
137793,male,67,66.5,24267.691
137794,male,80,65.7,34333.121
137798,male,72,70.0,21064.211
137799,female,66,61.2,17153.385
137800,male,34,68.1,35618.147
137801,male,68,66.6,12129.852
137803,female,51,65.7,59008.802
137804,female,49,161.4,33637.433
137808,female,66,63.3,36046.047
137809,female,32,63.7,165124.489
137810,female,43,63.1,44214.001
137812,female,33,66.5,14695.293
137814,female,38,59.7,11181.123
137815,female,48,62.2,99802.906
137816,male,46,71.5,65927.552
137818,female,46,67.6,72035.003
137820,male,32,69.7,30834.455
137822,male,72,68.9,25630.399
137823,female,69,58.7,18172.071
137824,female,23,62.4,26089.908
137826,female,39,63.6,20897.707
137829,female,40,62.7,59585.626
137831,female,64,63.1,18191.07
137832,female,67,66.2,33562.099
137834,male,61,70.2,8244.049
137835,male,80,65.5,17162.881
137838,male,29,72.6,69551.079
137840,female,40,61.9,104299.943
137841,female,80,64.0,18888.014
137843,male,21,180.0,136352.798
137844,male,79,64.9,9421.93
137845,female,49,66.3,20002.444
137846,male,47,70.0,71802.771
137849,male,24,70.7,33839.209
137850,female,66,62.3,25318.389
137851,female,33,66.4,43042.144
137852,female,75,61.7,60828.83
137853,female,57,59.3,18313.498
137858,female,54,63.7,15173.936
137860,female,67,62.9,13058.408
137862,male,36,68.7,60093.169
137863,female,75,63.9,11943.804
137865,male,32,70.3,135860.303
137870,male,46,67.3,40249.071
137871,female,20,67.3,62061.775
137872,female,78,64.4,25420.246
137873,female,73,62.5,16786.51
137875,male,80,65.7,25069.324
137876,female,80,63.9,47562.088
137877,male,30,69.3,61447.235
137878,male,69,67.4,25906.532
137879,female,54,68.2,64999.788
137881,female,63,68.0,21572.965
137882,male,62,68.6,14277.173
137883,female,74,63.3,45685.072
137884,male,60,69.3,59345.093
137885,male,74,60.9,27105.043
137886,female,67,60.5,20573.584
137888,male,45,69.0,58133.554
137889,female,34,62.0,20246.681
137890,female,44,63.3,40254.888
137891,female,29,66.6,49981.102
137892,female,51,65.0,38370.075
137893,male,60,74.5,27053.618
137894,male,72,69.1,14101.668
137895,male,35,73.7,18543.161
137900,female,40,61.9,84215.287
137901,male,34,68.9,75363.746
137905,female,35,64.8,45392.19
137909,female,40,60.6,29055.256
137910,male,73,68.5,39704.612
137911,female,80,56.3,19537.764
137914,male,67,71.2,25106.708
137926,female,63,62.4,31113.817
137928,female,34,63.1,27854.123
137932,female,59,64.1,98077.205
137934,male,67,71.1,26654.55
137936,female,72,61.3,41704.046
137937,female,37,64.6,15333.572
137939,male,34,69.3,24557.392
137942,female,71,62.3,11527.111
137943,male,32,69.8,35087.443
137945,male,46,63.9,86962.411
137947,male,64,60.7,45592.026
137948,male,53,70.9,23367.489
137949,male,63,73.0,54623.306
137950,female,50,63.3,61335.585
137952,male,73,73.9,21624.29
137953,female,65,62.6,18937.091
137955,female,41,64.6,76797.161
137958,female,70,60.3,35327.756
137962,female,72,61.1,16034.34
137963,male,71,68.5,71343.26
137965,female,53,62.2,74420.62
137967,male,71,72.3,25224.598
137970,female,37,66.5,55876.589
137972,male,58,72.6,10075.292
137974,female,37,63.3,17039.069
137976,male,67,67.8,17037.132
137977,female,67,65.6,16747.877
137979,male,44,64.5,52131.616
137982,female,62,58.7,24535.771
137985,female,74,66.3,58810.145
137988,female,74,60.9,38015.202
137989,female,43,67.1,53869.821
137990,female,45,168.4,26465.294
137991,female,60,62.3,33721.13
137992,male,67,68.4,31227.222
137996,female,40,65.8,60624.434
137999,female,52,62.4,17547.323
138000,female,62,65.5,10116.885
138005,male,70,70.2,18897.909
138006,male,75,67.3,45314.771
138007,male,35,65.6,24141.401
138009,female,20,63.5,37517.459
138011,female,68,65.3,17221.08
138012,female,26,68.6,58541.381
138013,female,58,62.8,58459.608
138014,male,38,69.6,25448.725
138015,female,63,67.1,21118.562
138016,female,36,66.3,30765.633
138017,male,32,68.1,82575.332
138021,female,40,65.3,77976.07
138022,male,80,68.3,43312.969
138027,female,67,65.6,17213.423
138028,male,70,68.5,28175.278
138031,female,35,58.2,70319.652
138032,female,21,69.3,112321.43
138034,male,29,69.2,55283.389
138036,female,50,63.3,82330.448
138037,female,39,60.0,58218.289
138038,male,72,69.8,16413.838
138040,female,21,60.7,119086.023
138044,female,44,63.4,19750.85
138046,female,58,61.5,21646.505
138048,male,55,70.2,88891.514
138049,male,40,69.8,20542.59
138050,female,75,65.0,20827.309
138051,male,21,68.0,116213.22
138053,female,65,60.2,47803.766
138054,male,57,69.3,116147.383
138055,male,77,72.4,19251.569
138056,female,69,65.2,10936.879
